Key, Avg. Strength
(398, 13, 0), 1.0
(456, 53, 0), 5.0
(148, 308, 0), 1.0
(447, 169, 0), 1.0
(497, 202, 0), 1.0
(151, 471, 0), 1.0
(414, 476, 0), 4.0
(78, 305, 0), 3.0
(82, 219, 0), 1.0
(469, 425, 0), 2.0
(488, 287, 0), 1.0
(80, 136, 0), 1.0
(423, 403, 0), 5.0
(1, 310, 0), 3.0
(302, 234, 0), 3.0
(509, 8, 0), 2.0
(383, 200, 0), 2.0
(138, 379, 0), 1.0
(76, 28, 0), 3.0
(132, 97, 0), 1.0
(31, 249, 0), 5.0
(441, 242, 0), 2.0
(171, 208, 0), 2.0
(28, 465, 0), 2.0
(128, 260, 0), 3.5
(195, 490, 0), 3.0
(161, 446, 0), 1.0
(103, 55, 0), 1.0
(246, 283, 0), 1.0
(319, 209, 0), 1.0
(125, 80, 0), 2.0
(208, 107, 0), 1.0
(157, 30, 0), 2.0
(228, 442, 0), 2.5
(380, 509, 0), 1.0
(299, 480, 0), 4.0
(127, 203, 0), 5.0
(427, 506, 0), 1.0
(220, 261, 0), 1.0
(62, 236, 0), 3.0
(306, 303, 0), 1.0
(359, 346, 0), 2.0
(443, 247, 0), 1.0
(27, 471, 0), 1.0
(338, 189, 0), 2.0
(433, 40, 0), 1.0
(377, 475, 0), 1.0
(21, 3, 0), 1.0
(215, 299, 0), 2.5
(419, 375, 0), 2.0
(224, 350, 0), 2.0
(288, 136, 0), 1.0
(22, 247, 0), 2.0
(370, 458, 0), 3.0
(444, 258, 0), 1.0
(172, 331, 0), 4.0
(178, 111, 0), 1.0
(160, 245, 0), 3.5
(242, 42, 0), 1.0
(389, 465, 0), 3.0
(145, 216, 0), 1.0
(207, 64, 0), 3.5
(44, 362, 0), 1.0
(7, 289, 0), 1.0
(155, 431, 0), 1.0
(413, 106, 0), 1.0
(226, 458, 0), 1.0
(433, 455, 0), 1.0
(179, 58, 0), 1.0
(287, 276, 0), 1.0
(12, 369, 0), 5.0
(424, 155, 0), 4.0
(234, 314, 0), 1.0
(390, 122, 0), 4.0
(37, 94, 0), 1.0
(431, 229, 0), 1.0
(123, 125, 0), 1.0
(223, 182, 0), 3.0
(340, 320, 0), 1.0
(70, 152, 0), 3.0
(336, 10, 0), 2.0
(190, 238, 0), 3.0
(409, 12, 0), 3.0
(350, 267, 0), 2.0
(131, 123, 0), 1.0
(274, 133, 0), 3.0
(500, 396, 0), 5.0
(62, 498, 0), 3.0
(297, 436, 0), 1.0
(237, 313, 0), 1.0
(485, 108, 0), 3.0
(397, 487, 0), 1.0
(493, 223, 0), 5.0
(426, 497, 0), 2.0
(42, 365, 0), 2.0
(126, 441, 0), 1.0
(477, 147, 0), 1.0
(8, 329, 0), 1.0
(154, 257, 0), 3.0
(159, 163, 0), 1.0
(372, 143, 0), 1.0
(440, 185, 0), 1.0
(316, 338, 0), 2.0
(464, 349, 0), 4.0
(68, 22, 0), 2.0
(437, 50, 0), 3.0
(365, 468, 0), 3.0
(63, 88, 0), 2.0
(13, 52, 0), 1.0
(239, 493, 0), 1.0
(386, 44, 0), 3.0
(305, 139, 0), 1.0
(491, 0, 0), 2.0
(494, 267, 0), 1.0
(19, 340, 0), 1.0
(383, 154, 0), 1.0
(304, 339, 0), 1.0
(320, 484, 0), 5.0
(121, 112, 0), 5.0
(264, 164, 0), 1.0
(73, 75, 0), 1.0
(378, 153, 0), 2.0
(16, 439, 0), 3.0
(372, 318, 0), 2.0
(401, 194, 0), 1.0
(130, 163, 0), 4.0
(167, 308, 0), 5.0
(71, 299, 0), 1.0
(435, 493, 0), 5.0
(100, 476, 0), 3.0
(41, 489, 0), 2.0
(130, 240, 0), 3.0
(327, 406, 0), 3.0
(279, 183, 0), 2.0
(57, 372, 0), 1.0
(117, 266, 0), 1.0
(412, 377, 0), 1.0
(475, 300, 0), 1.0
(476, 425, 0), 4.0
(123, 455, 0), 3.0
(498, 430, 0), 3.0
(505, 351, 0), 3.0
(262, 366, 0), 1.0
(186, 324, 0), 1.0
(275, 482, 0), 2.0
(408, 146, 0), 3.0
(408, 291, 0), 1.0
(329, 334, 0), 1.0
(480, 12, 0), 1.0
(267, 407, 0), 1.0
(206, 299, 0), 3.0
(344, 281, 0), 2.0
(74, 124, 0), 1.0
(213, 449, 0), 1.0
(298, 472, 0), 2.0
(248, 177, 0), 3.0
(350, 77, 0), 1.0
(77, 178, 0), 1.0
(290, 325, 0), 1.0
(499, 165, 0), 4.0
(98, 27, 0), 3.0
(486, 218, 0), 2.0
(321, 506, 0), 4.0
(458, 101, 0), 4.0
(303, 127, 0), 2.0
(134, 348, 0), 1.0
(452, 81, 0), 3.0
(309, 411, 0), 2.5
(52, 275, 0), 5.0
(494, 377, 0), 3.0
(355, 203, 0), 1.0
(470, 266, 0), 2.0
(94, 69, 0), 1.0
(102, 279, 0), 1.0
(225, 470, 0), 4.0
(29, 113, 0), 2.0
(422, 54, 0), 2.0
(121, 286, 0), 3.0
(191, 186, 0), 2.0
(30, 70, 0), 2.0
(457, 189, 0), 1.0
(120, 306, 0), 2.0
(293, 144, 0), 2.0
(296, 380, 0), 1.0
(503, 240, 0), 5.0
(24, 488, 0), 2.0
(88, 430, 0), 1.0
(22, 416, 0), 2.0
(132, 84, 0), 1.0
(425, 196, 0), 3.0
(423, 486, 0), 4.0
(469, 343, 0), 2.0
(305, 123, 0), 3.0
(169, 248, 0), 2.0
(151, 382, 0), 1.0
(481, 26, 0), 1.0
(129, 402, 0), 1.0
(278, 222, 0), 4.0
(440, 295, 0), 2.0
(247, 436, 0), 4.0
(439, 404, 0), 2.0
(133, 452, 0), 4.0
(492, 120, 0), 2.0
(224, 45, 0), 1.0
(354, 221, 0), 4.0
(15, 99, 0), 1.0
(33, 87, 0), 3.0
(206, 204, 0), 4.0
(485, 354, 0), 2.0
(307, 197, 0), 3.0
(505, 62, 0), 2.0
(212, 466, 0), 2.0
(353, 499, 0), 2.0
(362, 57, 0), 2.5
(32, 410, 0), 1.0
(39, 2, 0), 2.0
(182, 263, 0), 1.0
(184, 480, 0), 1.0
(407, 496, 0), 1.0
(471, 31, 0), 2.0
(265, 8, 0), 1.0
(301, 441, 0), 1.0
(416, 373, 0), 1.0
(275, 89, 0), 2.0
(48, 383, 0), 1.0
(203, 120, 0), 4.0
(270, 339, 0), 3.0
(96, 303, 0), 1.0
(16, 461, 0), 1.0
(103, 254, 0), 3.0
(202, 415, 0), 2.0
(286, 389, 0), 4.0
(364, 510, 0), 1.0
(208, 306, 0), 1.0
(89, 147, 0), 3.0
(415, 166, 0), 2.0
(204, 141, 0), 1.0
(373, 65, 0), 1.0
(430, 11, 0), 1.0
(510, 335, 0), 3.0
(79, 447, 0), 1.0
(507, 378, 0), 1.0
(32, 440, 0), 1.0
(158, 264, 0), 4.0
(323, 408, 0), 3.0
(327, 333, 0), 2.0
(466, 251, 0), 4.0
(419, 244, 0), 5.0
(394, 435, 0), 3.0
(68, 443, 0), 5.0
(394, 173, 0), 2.0
(402, 157, 0), 1.0
(415, 262, 0), 2.5
(418, 364, 0), 3.0
(199, 353, 0), 4.0
(262, 14, 0), 1.0
(231, 41, 0), 1.0
(269, 473, 0), 2.0
(10, 215, 0), 3.0
(93, 231, 0), 1.0
(232, 171, 0), 2.0
(306, 378, 0), 1.0
(65, 482, 0), 1.0
(204, 422, 0), 5.0
(461, 357, 0), 1.0
(4, 396, 0), 1.0
(85, 184, 0), 3.0
(271, 273, 0), 3.0
(149, 117, 0), 1.0
(451, 49, 0), 2.0
(324, 66, 0), 1.0
(240, 248, 0), 1.0
(448, 189, 0), 1.0
(119, 179, 0), 1.0
(348, 326, 0), 1.0
(379, 216, 0), 1.0
(49, 176, 0), 1.0
(392, 332, 0), 1.0
(321, 345, 0), 3.0
(377, 241, 0), 3.0
(504, 324, 0), 2.0
(432, 352, 0), 3.0
(140, 393, 0), 2.5
(92, 181, 0), 1.0
(217, 69, 0), 1.0
(9, 321, 0), 1.0
(370, 464, 0), 3.0
(2, 499, 0), 1.0
(236, 156, 0), 3.0
(347, 214, 0), 1.0
(509, 47, 0), 1.0
(380, 294, 0), 1.0
(330, 10, 0), 1.0
(288, 126, 0), 1.0
(487, 199, 0), 3.0
(254, 486, 0), 1.0
(259, 419, 0), 1.0
(493, 461, 0), 2.5
(74, 168, 0), 2.0
(323, 419, 0), 2.0
(189, 496, 0), 3.0
(351, 235, 0), 3.0
(63, 201, 0), 2.0
(339, 469, 0), 3.0
(462, 253, 0), 1.0
(375, 361, 0), 2.0
(457, 492, 0), 1.0
(83, 413, 0), 1.0
(251, 277, 0), 1.0
(177, 390, 0), 5.0
(252, 460, 0), 2.0
(343, 210, 0), 3.0
(242, 340, 0), 1.0
(268, 270, 0), 2.0
(147, 56, 0), 1.0
(441, 164, 0), 5.0
(453, 395, 0), 3.0
(250, 53, 0), 1.0
(491, 353, 0), 1.0
(85, 12, 0), 2.0
(507, 487, 0), 4.0
(162, 70, 0), 1.0
(220, 232, 0), 1.0
(77, 116, 0), 4.0
(397, 2, 0), 2.0
(115, 57, 0), 1.0
(116, 76, 0), 4.0
(42, 25, 0), 2.0
(462, 21, 0), 2.0
(307, 181, 0), 3.0
(178, 188, 0), 2.5
(173, 187, 0), 3.0
(417, 68, 0), 1.0
(166, 478, 0), 1.0
(164, 250, 0), 5.0
(342, 418, 0), 2.0
(316, 306, 0), 2.0
(209, 1, 0), 1.0
(95, 374, 0), 2.0
(273, 107, 0), 2.5
(459, 199, 0), 3.0
(184, 437, 0), 3.0
(331, 403, 0), 4.0
(135, 57, 0), 2.0
(27, 115, 0), 1.0
(436, 212, 0), 2.5
(145, 138, 0), 2.5
(266, 90, 0), 5.0
(379, 191, 0), 3.0
(97, 246, 0), 1.0
(438, 361, 0), 2.0
(18, 300, 0), 2.0
(250, 95, 0), 2.0
(96, 355, 0), 2.0
(337, 504, 0), 5.0
(312, 291, 0), 1.0
(464, 358, 0), 1.0
(115, 60, 0), 3.0
(319, 376, 0), 1.0
(175, 77, 0), 2.5
(65, 398, 0), 4.0
(84, 271, 0), 1.0
(164, 29, 0), 3.0
(420, 414, 0), 1.0
(160, 109, 0), 3.0
(203, 396, 0), 1.0
(298, 102, 0), 2.0
(392, 7, 0), 1.0
(352, 339, 0), 1.0
(399, 488, 0), 1.0
(91, 384, 0), 3.0
(177, 440, 0), 5.0
(241, 237, 0), 2.0
(349, 59, 0), 1.0
(500, 492, 0), 5.0
(289, 332, 0), 2.0
(200, 347, 0), 3.0
(172, 43, 0), 4.0
(413, 483, 0), 4.0
(335, 394, 0), 2.0
(1, 429, 0), 2.0
(497, 244, 0), 1.0
(80, 235, 0), 1.0
(259, 160, 0), 4.0
(326, 131, 0), 3.0
(285, 79, 0), 4.0
(451, 150, 0), 1.0
(185, 372, 0), 1.0
(279, 18, 0), 1.0
(257, 79, 0), 1.0
(492, 20, 0), 3.0
(67, 405, 0), 1.0
(435, 68, 0), 5.0
(55, 232, 0), 1.0
(341, 381, 0), 1.0
(499, 10, 0), 1.0
(345, 33, 0), 1.0
(488, 280, 0), 1.0
(34, 237, 0), 2.0
(238, 227, 0), 3.0
(86, 402, 0), 1.0
(59, 96, 0), 2.5
(107, 464, 0), 1.0
(245, 50, 0), 1.0
(393, 72, 0), 1.0
(134, 433, 0), 1.0
(286, 76, 0), 3.0
(29, 13, 0), 2.0
(211, 415, 0), 5.0
(81, 33, 0), 1.0
(357, 92, 0), 1.0
(157, 206, 0), 3.0
(331, 387, 0), 5.0
(308, 426, 0), 3.0
(129, 61, 0), 1.0
(295, 59, 0), 2.0
(196, 32, 0), 1.0
(272, 71, 0), 1.0
(308, 58, 0), 5.0
(273, 148, 0), 1.0
(163, 310, 0), 2.0
(501, 175, 0), 2.5
(278, 228, 0), 1.0
(158, 298, 0), 4.0
(304, 485, 0), 1.0
(463, 133, 0), 4.0
(483, 337, 0), 1.0
(193, 23, 0), 3.0
(232, 14, 0), 4.0
(336, 284, 0), 2.0
(102, 365, 0), 1.0
(473, 130, 0), 4.0
(35, 254, 0), 2.0
(125, 286, 0), 1.0
(322, 37, 0), 3.5
(388, 371, 0), 4.0
(170, 474, 0), 1.0
(133, 401, 0), 3.5
(116, 131, 0), 1.0
(176, 3, 0), 1.0
(215, 30, 0), 2.0
(390, 96, 0), 1.0
(3, 406, 0), 5.0
(446, 334, 0), 2.0
(322, 239, 0), 1.0
(99, 147, 0), 2.0
(346, 316, 0), 2.0
(249, 382, 0), 3.0
(446, 373, 0), 5.0
(43, 320, 0), 1.0
(173, 92, 0), 1.0
(341, 315, 0), 2.0
(345, 363, 0), 1.0
(222, 328, 0), 3.0
(238, 150, 0), 2.0
(57, 471, 0), 1.0
(187, 254, 0), 1.0
(301, 207, 0), 2.5
(66, 40, 0), 4.0
(23, 198, 0), 1.0
(25, 164, 0), 1.0
(274, 426, 0), 1.0
(226, 451, 0), 3.0
(328, 167, 0), 5.0
(69, 383, 0), 2.0
(504, 341, 0), 1.0
(209, 91, 0), 1.0
(66, 348, 0), 1.0
(244, 81, 0), 1.0
(339, 194, 0), 2.0
(124, 148, 0), 1.0
(422, 132, 0), 2.0
(292, 494, 0), 1.0
(120, 83, 0), 2.0
(483, 309, 0), 2.0
(93, 35, 0), 1.0
(169, 63, 0), 2.0
(407, 175, 0), 4.0
(296, 62, 0), 3.0
(421, 432, 0), 2.0
(472, 495, 0), 2.0
(436, 90, 0), 1.0
(15, 233, 0), 3.0
(300, 508, 0), 5.0
(369, 162, 0), 4.0
(118, 224, 0), 3.0
(136, 275, 0), 2.0
(352, 451, 0), 1.0
(40, 26, 0), 1.0
(192, 478, 0), 1.0
(216, 507, 0), 1.0
(368, 418, 0), 1.0
(386, 367, 0), 3.5
(108, 16, 0), 3.0
(185, 143, 0), 2.0
(221, 431, 0), 4.0
(156, 509, 0), 1.0
(303, 322, 0), 2.0
(329, 161, 0), 4.0
(88, 276, 0), 2.0
(459, 448, 0), 2.0
(366, 202, 0), 1.0
(381, 66, 0), 1.0
(146, 312, 0), 3.0
(229, 317, 0), 5.0
(240, 227, 0), 1.0
(153, 38, 0), 3.0
(183, 206, 0), 2.0
(479, 213, 0), 2.0
(211, 342, 0), 5.0
(161, 47, 0), 3.0
(429, 171, 0), 2.0
(181, 103, 0), 4.0
(431, 457, 0), 2.0
(277, 357, 0), 1.0
(263, 178, 0), 2.5
(111, 256, 0), 1.0
(23, 479, 0), 3.0
(503, 358, 0), 4.0
(55, 429, 0), 5.0
(455, 146, 0), 1.0
(233, 335, 0), 1.0
(17, 259, 0), 2.5
(31, 343, 0), 2.0
(361, 121, 0), 2.0
(152, 44, 0), 1.0
(69, 329, 0), 1.0
(141, 481, 0), 3.0
(197, 366, 0), 2.0
(39, 341, 0), 3.0
(127, 229, 0), 2.0
(83, 168, 0), 2.0
(318, 491, 0), 5.0
(356, 265, 0), 3.0
(461, 317, 0), 1.0
(271, 495, 0), 1.0
(36, 172, 0), 3.0
(58, 97, 0), 2.0
(14, 370, 0), 1.0
(124, 83, 0), 2.0
(11, 104, 0), 1.0
(474, 444, 0), 1.0
(474, 87, 0), 1.0
(478, 483, 0), 1.0
(186, 39, 0), 3.0
(449, 367, 0), 3.0
(487, 303, 0), 4.0
(11, 240, 0), 1.0
(128, 316, 0), 3.0
(438, 408, 0), 3.0
(156, 201, 0), 1.0
(324, 65, 0), 2.0
(486, 1, 0), 2.0
(227, 490, 0), 2.0
(338, 322, 0), 2.0
(143, 410, 0), 5.0
(443, 466, 0), 1.0
(272, 481, 0), 2.0
(425, 249, 0), 2.0
(399, 137, 0), 2.0
(183, 61, 0), 1.0
(51, 217, 0), 1.0
(374, 428, 0), 1.0
(381, 165, 0), 2.0
(343, 140, 0), 2.0
(36, 85, 0), 5.0
(395, 160, 0), 1.0
(6, 504, 0), 1.0
(269, 447, 0), 2.0
(490, 11, 0), 5.0
(468, 4, 0), 3.0
(56, 205, 0), 1.0
(12, 278, 0), 2.0
(402, 284, 0), 5.0
(311, 467, 0), 2.0
(411, 128, 0), 2.0
(199, 73, 0), 5.0
(502, 427, 0), 2.0
(3, 112, 0), 1.0
(416, 134, 0), 4.0
(502, 438, 0), 3.0
(110, 505, 0), 3.0
(171, 507, 0), 1.0
(61, 157, 0), 1.0
(207, 333, 0), 1.0
(92, 261, 0), 3.0
(46, 368, 0), 1.0
(223, 82, 0), 1.0
(287, 13, 0), 2.0
(284, 491, 0), 2.0
(367, 351, 0), 1.0
(388, 268, 0), 3.0
(5, 90, 0), 2.0
(50, 187, 0), 1.0
(398, 282, 0), 1.0
(79, 63, 0), 1.0
(222, 274, 0), 4.0
(396, 132, 0), 2.0
(353, 435, 0), 3.0
(198, 450, 0), 1.0
(337, 17, 0), 1.0
(465, 327, 0), 5.0
(112, 288, 0), 4.0
(122, 313, 0), 1.0
(150, 380, 0), 3.0
(179, 259, 0), 1.0
(198, 93, 0), 2.0
(229, 448, 0), 2.0
(405, 511, 0), 2.0
(244, 395, 0), 5.0
(255, 25, 0), 1.0
(455, 438, 0), 1.0
(468, 183, 0), 1.0
(166, 168, 0), 1.0
(167, 42, 0), 4.0
(193, 67, 0), 2.0
(281, 100, 0), 2.0
(430, 130, 0), 1.0
(140, 105, 0), 1.0
(56, 360, 0), 3.0
(174, 21, 0), 1.0
(365, 243, 0), 2.5
(466, 225, 0), 2.0
(213, 505, 0), 1.0
(312, 125, 0), 5.0
(73, 22, 0), 1.0
(261, 193, 0), 2.0
(255, 238, 0), 2.0
(280, 473, 0), 1.0
(283, 129, 0), 3.0
(404, 192, 0), 5.0
(434, 494, 0), 2.0
(508, 305, 0), 3.5
(2, 336, 0), 2.0
(139, 433, 0), 2.0
(511, 479, 0), 1.0
(477, 337, 0), 1.0
(412, 95, 0), 1.0
(64, 426, 0), 1.0
(256, 288, 0), 1.0
(72, 173, 0), 3.0
(114, 190, 0), 3.5
(454, 420, 0), 3.0
(189, 82, 0), 2.0
(498, 205, 0), 2.0
(25, 102, 0), 4.0
(326, 508, 0), 1.0
(484, 64, 0), 1.0
(437, 453, 0), 1.0
(191, 376, 0), 1.0
(87, 454, 0), 1.0
(131, 501, 0), 1.0
(445, 137, 0), 4.0
(391, 142, 0), 3.0
(376, 356, 0), 3.0
(434, 407, 0), 3.0
(384, 220, 0), 1.0
(480, 474, 0), 1.0
(260, 456, 0), 1.0
(315, 422, 0), 1.0
(359, 405, 0), 1.0
(53, 380, 0), 2.0
(253, 149, 0), 1.0
(389, 445, 0), 2.0
(396, 424, 0), 2.0
(142, 412, 0), 2.0
(113, 285, 0), 2.0
(82, 434, 0), 2.0
(410, 257, 0), 1.0
(470, 118, 0), 2.5
(20, 290, 0), 1.0
(387, 430, 0), 4.0
(471, 393, 0), 2.0
(71, 453, 0), 1.0
(456, 46, 0), 1.0
(406, 24, 0), 3.0
(404, 427, 0), 2.0
(106, 192, 0), 2.0
(495, 424, 0), 3.0
(409, 109, 0), 1.0
(139, 417, 0), 2.0
(429, 310, 0), 1.0
(236, 138, 0), 2.0
(264, 174, 0), 2.0
(135, 50, 0), 4.0
(361, 291, 0), 2.0
(46, 188, 0), 1.0
(168, 359, 0), 1.0
(351, 15, 0), 1.0
(373, 282, 0), 1.0
(281, 354, 0), 5.0
(187, 115, 0), 1.0
(448, 223, 0), 1.0
(417, 41, 0), 4.0
(114, 7, 0), 1.0
(317, 140, 0), 3.0
(108, 197, 0), 1.0
(176, 301, 0), 3.0
(245, 302, 0), 1.0
(59, 397, 0), 1.0
(209, 119, 0), 3.0
(50, 231, 0), 5.0
(60, 245, 0), 4.0
(257, 214, 0), 3.0
(256, 89, 0), 2.0
(58, 84, 0), 1.0
(506, 481, 0), 1.0
(214, 508, 0), 1.0
(458, 255, 0), 2.0
(101, 328, 0), 1.0
(190, 472, 0), 5.0
(366, 401, 0), 3.0
(163, 349, 0), 1.0
(210, 185, 0), 3.0
(363, 500, 0), 1.0
(188, 49, 0), 3.5
(78, 386, 0), 5.0
(349, 177, 0), 1.0
(24, 43, 0), 1.0
(0, 459, 0), 3.0
(460, 9, 0), 1.0
(510, 198, 0), 1.0
(19, 42, 0), 2.0
(368, 67, 0), 3.0
(217, 297, 0), 3.5
(367, 125, 0), 2.0
(195, 503, 0), 3.0
(201, 383, 0), 1.0
(453, 323, 0), 1.0
(136, 399, 0), 3.5
(60, 109, 0), 1.0
(450, 277, 0), 2.0
(137, 172, 0), 1.0
(109, 423, 0), 3.0
(320, 331, 0), 3.0
(414, 230, 0), 1.0
(235, 137, 0), 1.0
(358, 55, 0), 1.0
(489, 71, 0), 2.0
(334, 75, 0), 1.0
(391, 252, 0), 3.0
(403, 98, 0), 3.0
(426, 259, 0), 1.0
(181, 421, 0), 1.0
(89, 337, 0), 3.0
(248, 392, 0), 3.0
(231, 146, 0), 1.0
(511, 253, 0), 3.0
(463, 278, 0), 1.0
(283, 473, 0), 4.0
(95, 51, 0), 1.0
(364, 479, 0), 2.0
(165, 433, 0), 1.0
(188, 388, 0), 2.0
(362, 184, 0), 3.0
(315, 311, 0), 2.0
(182, 251, 0), 1.0
(293, 135, 0), 3.0
(395, 409, 0), 2.0
(34, 424, 0), 1.0
(357, 211, 0), 1.0
(332, 158, 0), 3.0
(175, 225, 0), 1.0
(257, 402, 0), 3.0
(24, 441, 0), 1.0
(230, 241, 0), 2.0
(246, 397, 0), 1.0
(355, 107, 0), 3.0
(365, 132, 0), 1.0
(305, 433, 0), 2.5
(290, 482, 0), 1.0
(143, 70, 0), 3.0
(476, 217, 0), 1.0
(233, 489, 0), 1.0
(405, 509, 0), 1.0
(227, 352, 0), 1.0
(219, 428, 0), 4.0
(192, 111, 0), 1.0
(276, 360, 0), 2.0
(377, 180, 0), 1.0
(89, 291, 0), 1.0
(70, 362, 0), 1.0
(175, 506, 0), 1.0
(146, 139, 0), 1.0
(14, 273, 0), 1.0
(165, 41, 0), 2.0
(156, 104, 0), 1.0
(17, 337, 0), 1.0
(226, 174, 0), 1.0
(196, 200, 0), 3.0
(50, 60, 0), 1.0
(334, 329, 0), 4.0
(381, 416, 0), 1.0
(384, 507, 0), 3.0
(220, 103, 0), 1.0
(264, 150, 0), 3.0
(410, 78, 0), 3.0
(465, 44, 0), 2.5
(335, 417, 0), 1.0
(358, 232, 0), 2.0
(473, 320, 0), 3.0
(292, 45, 0), 1.0
(477, 259, 0), 1.0
(496, 506, 0), 2.0
(373, 75, 0), 1.0
(75, 161, 0), 1.0
(212, 266, 0), 1.0
(410, 214, 0), 1.0
(314, 216, 0), 2.5
(54, 246, 0), 1.0
(182, 439, 0), 1.0
(401, 366, 0), 1.0
(427, 419, 0), 1.0
(4, 87, 0), 3.0
(228, 278, 0), 4.0
(7, 190, 0), 4.0
(47, 405, 0), 1.0
(448, 461, 0), 2.0
(97, 119, 0), 2.0
(23, 213, 0), 2.0
(348, 252, 0), 1.0
(265, 359, 0), 1.0
(402, 372, 0), 1.0
(61, 468, 0), 3.0
(187, 471, 0), 2.0
(87, 463, 0), 1.0
(81, 321, 0), 2.5
(186, 381, 0), 1.0
(433, 146, 0), 1.0
(416, 48, 0), 1.0
(49, 333, 0), 1.0
(306, 265, 0), 1.0
(392, 383, 0), 1.0
(217, 428, 0), 2.0
(151, 185, 0), 4.0
(192, 368, 0), 1.0
(501, 502, 0), 1.0
(46, 178, 0), 1.0
(396, 422, 0), 3.0
(48, 154, 0), 3.0
(79, 269, 0), 1.0
(84, 483, 0), 1.0
(304, 222, 0), 2.0
(479, 266, 0), 2.5
(315, 500, 0), 1.0
(480, 184, 0), 1.0
(467, 54, 0), 1.0
(430, 248, 0), 3.0
(87, 474, 0), 3.0
(218, 55, 0), 2.0
(93, 15, 0), 2.0
(114, 349, 0), 1.0
(449, 139, 0), 1.0
(145, 91, 0), 2.0
(149, 150, 0), 1.0
(375, 413, 0), 2.0
(207, 36, 0), 2.0
(312, 233, 0), 3.0
(484, 19, 0), 2.0
(243, 61, 0), 2.0
(59, 0, 0), 1.0
(2, 165, 0), 2.5
(478, 111, 0), 4.0
(262, 202, 0), 3.0
(155, 229, 0), 1.0
(294, 7, 0), 3.0
(496, 182, 0), 3.0
(508, 28, 0), 1.0
(333, 207, 0), 2.0
(267, 377, 0), 1.0
(77, 371, 0), 1.0
(428, 69, 0), 4.0
(456, 405, 0), 1.0
(495, 365, 0), 2.5
(418, 263, 0), 4.0
(259, 375, 0), 4.0
(482, 391, 0), 2.0
(507, 356, 0), 2.0
(148, 426, 0), 2.0
(262, 153, 0), 2.0
(9, 26, 0), 2.0
(208, 303, 0), 2.0
(48, 446, 0), 1.0
(261, 342, 0), 1.0
(119, 484, 0), 3.0
(73, 239, 0), 3.0
(64, 179, 0), 2.0
(360, 186, 0), 2.0
(358, 421, 0), 1.0
(209, 218, 0), 1.0
(301, 43, 0), 1.0
(205, 56, 0), 1.0
(403, 503, 0), 3.0
(86, 183, 0), 1.0
(273, 458, 0), 1.0
(426, 413, 0), 2.0
(299, 453, 0), 2.0
(267, 252, 0), 1.0
(271, 308, 0), 2.0
(258, 326, 0), 1.0
(141, 71, 0), 1.0
(510, 450, 0), 1.0
(225, 219, 0), 3.0
(483, 290, 0), 1.0
(378, 232, 0), 1.0
(452, 439, 0), 1.0
(169, 130, 0), 1.0
(58, 17, 0), 3.0
